date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-02-27,0050,22169864,4279513662,194.95,194.95,192.35,192.5,-2.2,72029
2025-03-03,0050,65048097,12215218709,188.8,189.0,186.8,188.05,-4.45,167213
2025-03-04,0050,33496023,6232920254,185.0,187.25,184.65,186.8,-1.25,88274
2025-03-05,0050,14197516,2682191707,188.0,189.5,188.0,189.25,2.45,31187
2025-03-06,0050,16564779,3116364519,189.35,189.35,187.35,188.1,-1.15,47087
2025-03-07,0050,20206452,3764109128,186.8,187.0,185.8,186.35,-1.75,62764
2025-03-10,0050,22718416,4206999678,186.35,186.35,184.35,185.25,-1.1,62413
2025-03-11,0050,39156166,7080180542,180.75,182.1,179.1,182.0,-3.25,103437
2025-03-12,0050,14291157,2614844140,182.1,184.4,181.6,182.8,0.8,33262
2025-03-13,0050,15273148,2792686680,185.2,185.85,181.05,181.1,-1.7,48999
2025-03-14,0050,14434475,2605408836,181.1,181.15,179.55,180.5,-0.6,44627
2025-03-17,0050,12068530,2202388924,182.55,183.5,181.6,182.05,1.55,26331
2025-03-18,0050,8548696,1563309131,183.1,183.85,182.35,182.8,0.75,16975
2025-03-19,0050,13887518,2515675574,182.6,182.65,180.1,180.55,-2.25,47201
2025-03-20,0050,8174843,1499883058,182.45,184.45,182.45,184.45,3.9,16217
2025-03-21,0050,8012408,1467436546,184.0,184.0,182.5,182.95,-1.5,19309
2025-03-24,0050,7931135,1452153508,184.4,184.4,182.3,182.75,-0.2,17479
2025-03-25,0050,8367367,1544811823,184.65,185.5,184.0,184.65,1.9,16044
2025-03-26,0050,7266932,1339869111,185.2,185.4,183.85,184.5,-0.15,15574
2025-03-27,0050,20131926,3638675995,181.5,181.6,180.45,181.0,-3.5,55820
2025-03-28,0050,23684306,4228868765,179.15,179.3,178.0,179.2,-1.8,79495
2025-03-31,0050,43779527,7579944355,173.6,174.25,172.2,172.75,-6.45,130516
2025-04-01,0050,13028846,2284423833,173.6,176.55,173.6,176.3,3.55,30395
2025-04-02,0050,11506862,2032740660,176.85,177.35,176.0,176.0,-0.3,25430
2025-04-07,0050,29578872,4685331802,158.4,158.4,158.4,158.4,-17.6,110835
2025-04-08,0050,88850426,13617537740,151.2,157.45,150.55,153.25,-5.15,155906
2025-04-09,0050,83829139,12545864892,152.5,154.15,145.0,146.2,-7.05,167496
2025-04-10,0050,6081831,977956987,160.8,160.8,160.8,160.8,14.6,8425
2025-04-11,0050,51081199,8202752084,157.25,164.55,155.35,164.55,3.75,77370
2025-04-14,0050,47341078,7858911823,168.5,168.7,163.5,163.7,-0.85,79217
2025-04-15,0050,19827286,3265491048,164.05,165.5,163.3,165.35,1.65,37396
2025-04-16,0050,27131302,4408343222,163.8,163.8,161.4,162.35,-3.0,64314
2025-04-17,0050,20055649,3217845954,161.3,161.3,159.45,160.55,-1.8,41908
2025-04-18,0050,11985828,1932161023,161.4,161.8,160.6,160.9,0.35,28258
2025-04-21,0050,17835479,2837544386,160.75,160.75,158.5,158.6,-2.3,52059
2025-04-22,0050,21039511,3298295836,157.55,157.9,155.95,155.95,-2.65,55872
2025-04-23,0050,16545775,2677643864,160.3,163.1,160.3,162.85,6.9,26829
2025-04-24,0050,14351450,2335488916,163.9,164.05,161.3,161.9,-0.95,29832
2025-04-25,0050,18651089,3100147680,166.2,166.95,165.5,165.75,3.85,31456
2025-04-28,0050,12807837,2140130704,166.8,167.5,166.8,167.15,1.4,21747
2025-04-29,0050,11555125,1934243380,167.15,168.0,166.5,167.8,0.65,18940
2025-04-30,0050,10178792,1712143049,167.85,169.0,167.5,168.6,0.8,20944
2025-05-02,0050,15243499,2627600250,172.0,173.5,171.5,173.5,4.9,28658
2025-05-05,0050,33624386,5771537482,174.6,174.6,169.9,171.95,-1.55,46170
2025-05-06,0050,29982445,5126154837,169.95,172.1,169.35,171.0,-0.95,30431
2025-05-07,0050,13869395,2371470073,171.8,172.5,169.95,170.35,-0.65,18052
2025-05-08,0050,10291384,1774490460,172.05,173.2,171.6,172.6,2.25,13827
2025-05-09,0050,13675596,2376716685,172.7,174.95,172.35,174.75,2.15,18963
2025-05-12,0050,14200267,2507567763,175.5,177.0,175.5,176.7,1.95,25113
2025-05-13,0050,21040721,3783370955,180.85,181.1,178.85,178.85,2.15,26124
2025-05-14,0050,23824282,4337610111,181.85,182.9,181.35,182.9,4.05,27782
2025-05-15,0050,12236511,2235290336,182.9,182.9,182.0,182.5,-0.4,26025
2025-05-16,0050,10104457,1846369717,182.25,183.2,181.7,183.0,0.5,16289
2025-05-19,0050,10637473,1929029854,182.65,182.65,180.35,180.45,-2.55,32608
2025-05-20,0050,5829657,1057784486,181.85,182.4,180.5,180.8,0.35,15097
2025-05-21,0050,14373334,2627429657,180.9,183.85,180.9,183.6,2.8,20351
2025-05-22,0050,9075501,1644871371,182.05,182.05,180.6,181.6,-2.0,19190
2025-05-23,0050,7223824,1307753124,182.75,182.8,180.2,180.85,-0.75,18671
2025-05-26,0050,14332324,2592059727,180.65,181.5,180.3,180.65,-0.2,17437
2025-05-27,0050,13688341,2448437615,180.65,180.65,178.0,179.05,-1.6,38236
2025-05-28,0050,8703534,1562194559,180.9,181.35,178.3,179.35,0.3,17323
2025-05-29,0050,9749184,1754874194,181.5,181.7,179.3,179.75,0.4,16687
2025-06-02,0050,21228875,3738759521,178.0,178.05,175.25,175.9,-3.85,71584
2025-06-03,0050,7697062,1367269242,177.5,178.8,177.0,177.15,1.25,17315
2025-06-04,0050,12228053,2210092453,179.3,181.3,179.15,181.3,4.15,18859
2025-06-05,0050,10845068,1974428124,182.0,182.65,181.5,181.65,0.35,20850
2025-06-06,0050,8750467,1590916800,181.9,182.4,181.5,181.95,0.3,15534
2025-06-09,0050,14115012,2592771731,183.4,184.05,183.05,183.7,1.75,23612
2025-06-10,0050,31483080,5908431532,184.9,188.9,184.9,188.65,4.95,48271
2025-06-18,0050,252639825,12002805591,47.5,47.72,47.14,47.57,0.41,197610
2025-06-19,0050,173652638,8194338293,47.5,47.55,47.02,47.1,-0.47,151016
2025-06-20,0050,84926293,3983083439,47.1,47.16,46.69,47.03,-0.07,91592
2025-06-23,0050,107319197,4985373428,46.54,46.66,46.28,46.64,-0.39,106274
2025-06-24,0050,56021848,2656903152,47.3,47.49,47.3,47.49,0.85,38901
2025-06-25,0050,79951752,3838838285,47.9,48.18,47.89,48.18,0.69,49610
2025-06-26,0050,79097206,3821783656,48.3,48.45,48.17,48.24,0.06,46674
2025-06-27,0050,95810636,4616631122,48.32,48.37,48.0,48.29,0.05,38294
2025-06-30,0050,60476067,2923441387,48.37,48.42,48.24,48.36,0.07,33764
2025-07-01,0050,77081298,3767256390,48.38,49.15,48.38,48.64,0.28,50311
2025-07-02,0050,76741186,3729185639,48.57,48.75,48.38,48.65,0.01,34114
2025-07-03,0050,62689710,3093443822,49.35,49.6,49.26,49.32,0.67,36206
2025-07-04,0050,77050522,3779678053,49.4,49.49,48.83,48.86,-0.46,67575
2025-07-07,0050,82143364,3989308273,48.82,48.82,48.44,48.57,-0.29,67559
2025-07-08,0050,52542933,2541114698,48.45,48.51,48.21,48.35,-0.22,46080
2025-07-09,0050,39626824,1929534522,48.35,48.99,48.27,48.85,0.5,25372
2025-07-10,0050,54779575,2699439933,49.0,49.47,48.99,49.41,0.56,37631
2025-07-11,0050,46214252,2288749447,49.36,49.63,49.28,49.62,0.21,31976
2025-07-14,0050,65170727,3216296277,49.59,49.59,49.21,49.33,-0.29,53055
2025-07-15,0050,69996070,3487327916,49.35,50.1,49.33,50.0,0.67,43255
2025-07-16,0050,92296251,4662017863,50.15,50.7,50.15,50.4,0.4,54882
2025-07-17,0050,89861784,4541576740,50.6,50.8,50.3,50.7,0.3,38758
2025-07-18,0050,107920505,5549464817,51.4,51.6,51.3,51.45,0.75,50816
2025-07-21,0050,78953424,4016645105,51.1,51.1,50.75,50.9,0.0,61723
2025-07-22,0050,92162175,4682585212,50.9,51.3,50.45,50.55,-0.35,69929
2025-07-23,0050,65118595,3301594296,50.6,50.85,50.55,50.7,0.15,39883
2025-07-24,0050,80703644,4113939185,51.0,51.1,50.8,51.0,0.3,30768
2025-07-25,0050,40414405,2058578155,51.0,51.1,50.8,50.9,-0.1,33313
2025-07-28,0050,53609331,2737539484,51.2,51.4,50.9,51.05,0.15,33617
2025-07-29,0050,107016033,5401314116,51.05,51.05,50.25,50.45,-0.6,83702
2025-07-30,0050,84052507,4280957316,50.8,51.1,50.65,51.0,0.55,31386
2025-07-31,0050,83010418,4262147126,51.1,51.6,51.1,51.55,0.55,34626
2025-08-01,0050,103281333,5266354394,50.8,51.2,50.65,51.1,-0.45,89437
2025-08-04,0050,88936360,4503157892,50.65,50.8,50.4,50.8,-0.3,68549
2025-08-05,0050,48253208,2474210259,51.25,51.45,51.05,51.45,0.65,33010
2025-08-06,0050,51398358,2620193433,51.1,51.1,50.85,51.0,-0.45,51603
2025-08-07,0050,127953769,6696844466,51.65,52.6,51.65,52.45,1.45,54665
2025-08-08,0050,61743128,3237110911,52.55,52.6,52.3,52.45,0.0,42035
2025-08-11,0050,74255676,3905732299,52.35,53.1,52.05,52.85,0.4,56445
2025-08-12,0050,60122164,3172099727,52.85,53.0,52.55,52.9,0.05,52316
2025-08-13,0050,78177118,4158180656,53.15,53.4,52.95,53.35,0.45,52299
2025-08-14,0050,59818527,3176226503,53.2,53.3,52.95,53.15,-0.2,52019
2025-08-15,0050,55175623,2926754479,53.15,53.3,52.8,53.15,0.0,45703
2025-08-18,0050,48004775,2551608212,52.95,53.35,52.8,53.3,0.15,36622
