date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2025-04-29,2330,31146996,27990673396,897.0,902.0,893.0,902.0,5.0,45912
2025-04-30,2330,39204833,35471028626,901.0,908.0,899.0,908.0,6.0,46388
2025-05-02,2330,48129292,45206565214,938.0,950.0,932.0,950.0,42.0,99509
2025-05-05,2330,56516129,53055259965,956.0,957.0,923.0,938.0,-12.0,93285
2025-05-06,2330,43358708,40011158770,916.0,930.0,916.0,920.0,-18.0,74918
2025-05-07,2330,39021595,36011806469,925.0,932.0,911.0,928.0,8.0,50267
2025-05-08,2330,30777988,28602519292,933.0,939.0,918.0,918.0,-10.0,39133
2025-05-09,2330,40878730,38557125038,938.0,949.0,934.0,949.0,31.0,68630
2025-05-12,2330,25668469,24554284001,954.0,962.0,952.0,957.0,8.0,44647
2025-05-13,2330,50960522,49747284080,990.0,990.0,969.0,969.0,12.0,72252
2025-05-14,2330,55061671,54697821594,990.0,999.0,988.0,999.0,30.0,105868
2025-05-15,2330,28518212,28422046465,1000.0,1000.0,993.0,993.0,-6.0,50265
2025-05-16,2330,18079325,17966857712,991.0,998.0,989.0,998.0,5.0,36183
2025-05-19,2330,21936885,21653317847,993.0,994.0,980.0,984.0,-14.0,68821
2025-05-20,2330,24317788,23922516474,991.0,994.0,978.0,978.0,-6.0,46215
2025-05-21,2330,27677478,27418826043,986.0,999.0,983.0,990.0,12.0,47842
2025-05-22,2330,19671417,19321581490,988.0,988.0,979.0,982.0,-8.0,41571
2025-05-23,2330,23744132,23343468899,993.0,993.0,975.0,984.0,2.0,46204
2025-05-26,2330,20906797,20460682166,975.0,984.0,975.0,976.0,-8.0,31349
2025-05-27,2330,29843876,28842510221,971.0,975.0,961.0,965.0,-11.0,86318
2025-05-28,2330,31929816,31118692765,984.0,985.0,967.0,967.0,2.0,37776
2025-05-29,2330,64850290,62982593605,986.0,986.0,967.0,967.0,0.0,36958
2025-06-02,2330,40608468,38643155297,958.0,961.0,946.0,946.0,-21.0,125245
2025-06-03,2330,27482916,26302041072,960.0,965.0,950.0,950.0,4.0,43550
2025-06-04,2330,43196396,42419360833,974.0,990.0,970.0,990.0,40.0,73539
2025-06-05,2330,27047750,26936792104,1000.0,1000.0,991.0,998.0,8.0,51309
2025-06-06,2330,18797346,18688985614,997.0,997.0,991.0,995.0,-3.0,27283
2025-06-09,2330,23952041,24100014375,1005.0,1010.0,1000.0,1005.0,10.0,56903
2025-06-10,2330,55353908,57406744645,1025.0,1050.0,1020.0,1045.0,40.0,138656
2025-06-11,2330,46137188,48960267029,1065.0,1070.0,1055.0,1065.0,20.0,75830
2025-06-12,2330,28661875,30064888046,1055.0,1060.0,1045.0,1045.0,0.0,40293
2025-06-13,2330,31371948,32434779823,1040.0,1040.0,1025.0,1030.0,-15.0,40938
2025-06-16,2330,31257555,31982385770,1030.0,1030.0,1015.0,1025.0,-5.0,38583
2025-06-17,2330,30890431,32183667155,1040.0,1050.0,1035.0,1045.0,20.0,30757
